accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp
-0.054,-0.339,0.973,-0.366,1.756,-1.374,30.422
-0.058,-0.341,0.972,-0.565,0.412,-2.153,30.406
-0.047,-0.340,0.972,-0.702,-0.336,-2.397,30.383
-0.040,-0.339,0.968,-0.794,0.534,-1.618,30.375
-0.041,-0.340,0.961,-0.534,0.870,-0.779,30.391
-0.043,-0.340,0.960,-0.275,0.550,-0.183,30.414
-0.048,-0.342,0.957,-0.015,1.176,0.031,30.438
-0.054,-0.343,0.960,0.214,1.405,0.015,30.398
-0.063,-0.347,0.964,0.702,1.313,-0.382,30.422
-0.063,-0.349,0.959,1.084,-0.458,-1.405,30.391
-0.048,-0.341,0.971,1.053,-1.145,-2.031,30.438
-0.040,-0.342,0.978,0.580,0.137,-1.206,30.406
-0.037,-0.339,0.981,0.031,0.962,-0.153,30.438
-0.042,-0.339,0.979,-0.336,1.649,0.611,30.445
-0.055,-0.343,0.980,-0.458,1.099,0.519,30.406
-0.054,-0.346,0.980,-0.336,-0.870,-0.443,30.453
-0.044,-0.342,0.981,-0.748,-0.809,-0.885,30.430
-0.043,-0.340,0.980,-1.313,0.214,-0.214,30.398
-0.044,-0.344,0.977,-1.298,0.321,0.183,30.406
-0.050,-0.347,0.971,-1.267,0.366,0.183,30.461
-0.056,-0.351,0.971,-1.420,-0.397,0.015,30.398
-0.056,-0.350,0.967,-1.191,-0.122,-0.748,30.461
-0.053,-0.351,0.961,-1.206,0.092,-1.053,30.422
-0.049,-0.351,0.956,-1.053,-0.168,-1.298,30.484
-0.049,-0.347,0.957,-0.519,-0.947,-1.542,30.406
-0.041,-0.347,0.964,-0.626,-1.160,-0.885,30.445
-0.036,-0.343,0.971,-0.870,-0.550,0.198,30.383
-0.036,-0.344,0.972,-1.160,0.427,1.206,30.484
-0.038,-0.342,0.972,-1.634,1.221,1.893,30.422
-0.043,-0.344,0.972,-1.847,1.756,2.244,30.422
-0.052,-0.346,0.966,-1.588,1.679,1.954,30.430
-0.059,-0.348,0.962,-1.542,1.160,1.267,30.469
-0.064,-0.350,0.957,-1.130,-0.962,0.122,30.406
-0.055,-0.346,0.960,-0.672,-2.275,-0.672,30.391
-0.050,-0.345,0.963,-0.595,-1.573,-0.550,30.445
-0.049,-0.344,0.965,-0.595,-1.542,-0.382,30.469
-0.044,-0.344,0.966,-0.687,-1.527,-0.168,30.453
-0.040,-0.343,0.965,-0.779,-1.084,0.153,30.414
-0.044,-0.343,0.964,-0.870,0.260,0.473,30.430
-0.051,-0.343,0.960,-1.053,-0.214,-0.061,30.430
-0.045,-0.340,0.959,-1.023,0.153,-0.473,30.414
-0.046,-0.338,0.958,-0.382,0.611,-0.412,30.422
-0.040,-0.337,0.960,-0.092,0.153,-0.153,30.438
-0.038,-0.337,0.967,0.351,-0.458,0.382,30.406
-0.041,-0.340,0.966,0.672,-1.634,1.038,30.477
-0.037,-0.339,0.969,0.260,-1.481,1.771,30.438
-0.037,-0.339,0.970,-0.107,0.122,2.809,30.461
-0.046,-0.343,0.968,-0.427,1.313,3.282,30.445
-0.058,-0.347,0.967,-0.260,0.000,2.382,30.445
-0.054,-0.345,0.971,-0.198,-0.321,1.634,30.430
-0.052,-0.346,0.971,0.031,-0.733,1.802,30.500
-0.050,-0.347,0.973,0.473,-0.931,1.527,30.453
-0.058,-0.348,0.974,0.443,-1.084,0.763,30.477
-0.058,-0.348,0.974,0.168,-1.099,0.595,30.414
-0.056,-0.349,0.971,-0.183,-0.260,0.611,30.492
-0.054,-0.348,0.968,-0.763,0.382,0.794,30.438
-0.058,-0.351,0.965,-0.916,0.290,0.824,30.445
-0.066,-0.349,0.960,-0.565,-1.634,0.412,30.484
-0.062,-0.348,0.958,-0.198,-2.076,0.382,30.414
-0.060,-0.348,0.961,0.137,-1.985,-0.015,30.484
-0.054,-0.343,0.964,0.489,-1.832,-0.672,30.492
-0.049,-0.342,0.966,0.534,-0.687,-0.519,30.398
-0.049,-0.342,0.965,0.427,0.412,-0.565,30.430
-0.044,-0.340,0.965,0.122,1.206,-0.366,30.453
-0.039,-0.339,0.967,-0.260,1.557,-0.137,30.477
-0.044,-0.340,0.969,-0.275,-0.137,-0.275,30.414
-0.037,-0.338,0.969,-0.458,-0.382,-0.107,30.492
-0.040,-0.339,0.966,-0.458,0.580,0.489,30.469
-0.043,-0.340,0.967,0.000,0.183,0.702,30.461
-0.049,-0.342,0.964,0.595,-1.374,0.260,30.422
-0.041,-0.342,0.973,1.023,-2.000,-0.244,30.445
-0.043,-0.342,0.979,0.931,-0.687,0.122,30.430
-0.043,-0.345,0.980,0.641,-0.061,0.244,30.484
-0.044,-0.344,0.977,0.397,0.366,0.366,30.445
-0.046,-0.344,0.975,0.366,0.092,0.779,30.469
-0.042,-0.343,0.976,0.031,0.565,1.206,30.453
-0.045,-0.345,0.974,-0.198,0.901,1.679,30.453
-0.047,-0.344,0.969,-0.214,1.191,2.000,30.469
-0.054,-0.346,0.966,-0.382,1.008,1.924,30.477
-0.052,-0.345,0.968,-0.275,0.046,1.466,30.500
-0.053,-0.342,0.973,-0.275,0.779,0.992,30.484
-0.055,-0.346,0.975,-0.168,-0.550,0.351,30.508
-0.048,-0.343,0.974,-0.229,-1.710,-0.015,30.461
-0.047,-0.340,0.973,-0.275,-0.947,0.031,30.484
-0.051,-0.342,0.969,-0.336,-0.229,0.351,30.477
-0.054,-0.342,0.971,-0.458,-0.183,0.183,30.461
-0.052,-0.342,0.973,-0.550,0.015,0.168,30.453
-0.052,-0.341,0.973,-0.779,0.855,0.244,30.508
-0.051,-0.339,0.968,-1.313,1.618,0.427,30.477
-0.049,-0.340,0.967,-1.344,1.557,0.412,30.438
-0.049,-0.338,0.962,-1.252,1.405,0.305,30.453
-0.055,-0.340,0.961,-0.672,0.244,-0.137,30.469
-0.056,-0.340,0.962,0.290,-1.527,-1.130,30.461
-0.052,-0.335,0.965,0.824,-2.107,-1.344,30.531
-0.047,-0.336,0.971,0.870,-1.802,-1.511,30.406
-0.044,-0.335,0.969,0.458,-1.328,-1.313,30.477
-0.037,-0.334,0.971,-0.382,-0.305,-0.489,30.445
-0.037,-0.332,0.971,-0.992,1.725,0.748,30.516
-0.044,-0.336,0.967,-1.420,2.382,1.573,30.469
-0.053,-0.337,0.962,-1.328,1.527,1.389,30.484
-0.056,-0.338,0.964,-0.901,0.763,0.763,30.453
-0.057,-0.341,0.964,-0.107,0.168,0.015,30.461
-0.051,-0.339,0.969,0.641,-0.901,-0.412,30.531
-0.043,-0.339,0.971,0.656,-0.015,0.031,30.484
-0.048,-0.342,0.973,0.397,1.053,0.458,30.469
-0.053,-0.344,0.969,0.351,1.557,0.366,30.469
-0.058,-0.343,0.964,0.015,0.824,0.061,30.469
-0.052,-0.340,0.968,-0.397,0.015,-0.153,30.516
-0.043,-0.339,0.969,-0.366,0.748,-0.046,30.500
-0.050,-0.343,0.964,0.046,0.840,0.137,30.477
-0.053,-0.344,0.963,0.504,-0.122,-0.412,30.477
-0.052,-0.346,0.962,0.626,-0.092,-1.038,30.508
-0.046,-0.345,0.959,0.611,0.397,-1.084,30.438
-0.040,-0.344,0.959,0.382,0.427,-1.053,30.453
-0.037,-0.339,0.962,0.061,1.008,-0.641,30.516
-0.038,-0.338,0.968,-0.015,1.481,0.046,30.453
-0.039,-0.338,0.975,0.153,1.496,0.641,30.469
-0.042,-0.339,0.977,0.519,1.130,0.336,30.508
-0.041,-0.339,0.979,0.534,0.855,0.427,30.523
-0.036,-0.337,0.982,0.122,1.267,0.718,30.523
-0.045,-0.340,0.977,-0.046,1.389,0.824,30.523
-0.047,-0.343,0.969,-0.260,0.061,0.672,30.477
-0.041,-0.339,0.968,-0.473,0.336,0.901,30.562
-0.044,-0.339,0.965,-0.412,1.069,1.038,30.492
-0.044,-0.339,0.967,-0.183,0.656,0.962,30.531
-0.047,-0.341,0.972,0.198,0.336,0.687,30.500
-0.046,-0.338,0.975,0.107,0.534,0.702,30.484
-0.050,-0.337,0.980,-0.122,0.748,0.962,30.492
-0.050,-0.338,0.981,-0.183,0.672,1.084,30.492
-0.046,-0.335,0.982,-0.641,0.824,1.435,30.508
-0.048,-0.337,0.979,-1.084,1.344,1.756,30.523
-0.053,-0.337,0.974,-1.145,0.931,1.496,30.516
-0.053,-0.335,0.971,-1.344,1.130,1.542,30.477
-0.057,-0.341,0.969,-1.298,0.397,1.740,30.531
-0.055,-0.340,0.965,-0.885,-0.244,1.115,30.531
-0.058,-0.342,0.960,-0.824,-0.748,0.595,30.594
-0.059,-0.343,0.955,-0.672,-1.450,-0.137,30.531
-0.057,-0.342,0.951,-0.336,-1.634,-0.595,30.484
-0.048,-0.341,0.951,-0.611,-1.130,-0.519,30.547
-0.040,-0.339,0.954,-0.397,-0.641,0.015,30.500
-0.038,-0.337,0.957,-0.168,0.489,0.779,30.516
-0.045,-0.338,0.961,0.198,0.534,1.267,30.539
-0.044,-0.338,0.974,0.855,-0.061,1.328,30.500
-0.048,-0.339,0.981,1.282,-0.031,1.557,30.500
-0.049,-0.341,0.985,1.359,-0.382,1.405,30.586
-0.049,-0.340,0.987,1.130,-0.504,0.855,30.539
-0.046,-0.342,0.988,0.519,0.168,0.595,30.516
-0.049,-0.341,0.989,-0.046,0.626,0.351,30.539
-0.050,-0.342,0.983,-0.763,-0.046,-0.122,30.508
-0.043,-0.340,0.982,-1.206,-0.473,-0.153,30.531
-0.041,-0.338,0.975,-1.359,0.412,0.458,30.523
-0.045,-0.338,0.974,-1.435,0.275,1.130,30.477
-0.052,-0.341,0.972,-1.435,0.290,1.344,30.492
-0.058,-0.342,0.966,-1.344,-0.137,1.237,30.547
-0.055,-0.340,0.965,-1.160,0.641,1.282,30.523
-0.058,-0.340,0.964,-1.008,1.267,1.313,30.539
-0.057,-0.339,0.965,-0.931,0.336,0.824,30.508
-0.055,-0.335,0.966,-0.565,0.168,0.870,30.562
-0.052,-0.331,0.967,-0.275,0.168,1.206,30.508
-0.050,-0.329,0.971,-0.046,-0.550,1.481,30.492
-0.044,-0.327,0.971,-0.076,-0.153,1.924,30.484
-0.047,-0.326,0.969,-0.305,0.901,2.473,30.523
-0.059,-0.332,0.965,-0.260,-0.321,2.122,30.531
-0.051,-0.330,0.971,-0.290,-0.763,1.252,30.508
-0.051,-0.331,0.968,-0.855,1.221,1.359,30.523
-0.057,-0.335,0.964,-0.733,1.878,1.084,30.508
-0.060,-0.334,0.955,-0.046,1.206,0.336,30.586
-0.054,-0.334,0.955,0.260,1.908,0.580,30.531
-0.051,-0.335,0.956,0.626,2.458,0.824,30.578
-0.047,-0.333,0.966,1.847,1.344,1.023,30.508
-0.049,-0.334,0.976,2.809,-0.183,1.313,30.562
-0.046,-0.334,0.992,3.237,-1.832,1.420,30.492
-0.050,-0.334,1.000,3.008,-1.634,2.092,30.531
-0.055,-0.337,0.995,2.153,-2.489,2.214,30.539
-0.044,-0.331,0.992,1.038,-1.924,1.817,30.539
-0.041,-0.327,0.987,-0.305,0.916,2.672,30.539
-0.049,-0.326,0.981,-0.763,1.985,3.008,30.516
-0.055,-0.329,0.972,-0.550,1.511,2.305,30.562
-0.059,-0.330,0.968,-0.366,0.260,1.008,30.555
-0.054,-0.327,0.966,0.321,-0.779,0.076,30.547
-0.050,-0.325,0.961,0.534,-1.145,-0.229,30.516
-0.042,-0.321,0.958,0.611,-1.267,-0.092,30.523
-0.032,-0.320,0.956,0.412,-0.824,0.489,30.578
-0.030,-0.316,0.958,0.198,0.763,1.466,30.562
-0.035,-0.320,0.955,0.427,0.458,2.183,30.547
-0.034,-0.321,0.956,0.916,-1.389,2.412,30.492
-0.032,-0.320,0.959,1.969,-2.107,2.534,30.547
-0.037,-0.323,0.959,3.130,-2.504,2.733,30.492
-0.040,-0.325,0.965,4.000,-3.679,2.641,30.516
-0.042,-0.321,0.977,4.351,-3.328,2.580,30.562
-0.040,-0.323,0.993,3.740,-2.427,3.328,30.570
-0.041,-0.325,0.990,2.458,-1.588,3.878,30.617
-0.042,-0.325,0.984,0.947,-1.908,4.046,30.531
-0.045,-0.327,0.971,-0.351,-0.183,4.305,30.539
-0.053,-0.334,0.960,-0.870,-0.092,4.214,30.594
-0.052,-0.338,0.951,-0.962,-0.809,3.740,30.578
-0.050,-0.340,0.952,-0.580,-0.702,3.634,30.578
-0.051,-0.344,0.960,0.183,-0.214,3.832,30.570
-0.060,-0.353,0.965,0.687,-0.458,3.221,30.594
-0.064,-0.354,0.969,0.824,-1.802,2.061,30.570
-0.066,-0.354,0.980,0.840,-1.649,1.725,30.547
-0.076,-0.357,0.985,0.656,-2.275,0.840,30.586
-0.075,-0.354,0.987,0.198,-2.809,-0.412,30.617
-0.079,-0.354,0.984,-0.611,-2.443,-1.237,30.586
-0.080,-0.354,0.977,-1.374,-2.122,-2.290,30.547
-0.075,-0.355,0.963,-2.153,-2.870,-3.771,30.547
-0.061,-0.347,0.952,-2.244,-2.916,-4.992,30.578
-0.057,-0.338,0.944,-1.634,-2.641,-5.511,30.555
-0.058,-0.333,0.944,-0.794,-3.481,-5.618,30.516
-0.053,-0.330,0.959,0.137,-3.939,-5.832,30.555
-0.052,-0.329,0.967,0.397,-4.137,-5.725,30.578
-0.045,-0.326,0.973,-0.275,-3.985,-5.282,30.555
-0.045,-0.326,0.964,-1.038,-1.878,-4.824,30.594
-0.047,-0.323,0.954,-2.107,-0.076,-4.336,30.547
-0.051,-0.323,0.950,-2.611,0.382,-4.168,30.555
-0.041,-0.325,0.954,-2.901,2.061,-3.954,30.617
-0.046,-0.321,0.946,-2.214,2.580,-3.710,30.641
-0.042,-0.325,0.946,-0.885,1.496,-3.450,30.578
-0.040,-0.327,0.949,0.153,0.427,-3.038,30.570
-0.042,-0.329,0.946,0.641,0.321,-2.595,30.594
-0.043,-0.331,0.947,0.733,0.137,-2.168,30.570
-0.042,-0.333,0.947,0.992,0.305,-2.198,30.625
-0.030,-0.332,0.954,0.901,0.809,-2.504,30.602
-0.023,-0.331,0.961,0.794,1.847,-2.183,30.570
-0.018,-0.329,0.970,1.160,1.740,-1.771,30.578
-0.021,-0.328,0.977,1.603,2.382,-0.718,30.562
-0.031,-0.328,0.985,1.939,1.588,0.656,30.625
-0.030,-0.328,0.991,1.496,2.290,1.634,30.641
-0.039,-0.329,0.991,0.611,2.824,2.473,30.594
-0.046,-0.333,0.991,-0.290,3.344,1.893,30.594
-0.048,-0.336,0.988,-1.267,4.015,0.763,30.633
-0.039,-0.340,0.983,-1.893,5.130,0.137,30.578
-0.037,-0.338,0.978,-1.481,4.489,-0.565,30.617
-0.026,-0.332,0.989,-0.718,3.130,-0.870,30.648
-0.025,-0.329,0.997,0.031,1.969,-0.153,30.617
-0.025,-0.326,1.002,0.550,-0.321,0.458,30.617
-0.024,-0.321,1.003,0.962,-2.107,1.099,30.586
-0.022,-0.320,1.003,0.718,-2.672,2.061,30.602
-0.016,-0.324,0.996,0.153,-2.351,3.252,30.578
-0.019,-0.327,0.983,-0.702,-0.916,4.031,30.609
-0.025,-0.329,0.977,-1.496,0.137,4.443,30.625
-0.030,-0.328,0.980,-1.649,0.504,4.748,30.609
-0.031,-0.334,0.982,-1.802,1.237,4.931,30.555
-0.044,-0.333,0.976,-1.725,0.809,4.626,30.586
-0.045,-0.335,0.984,-1.313,-0.931,3.954,30.609
-0.045,-0.335,0.984,-0.855,-2.916,3.038,30.609
-0.036,-0.330,0.983,-1.221,-2.840,3.191,30.625
-0.037,-0.334,0.985,-1.969,-1.420,3.756,30.602
-0.049,-0.336,0.986,-2.168,-1.206,3.954,30.602
-0.049,-0.339,0.984,-3.023,-1.038,4.076,30.602
-0.057,-0.338,0.985,-3.206,-0.214,3.817,30.617
-0.062,-0.336,0.991,-3.206,0.168,3.664,30.625
-0.069,-0.341,0.997,-3.008,-1.115,2.702,30.641
-0.071,-0.339,0.993,-3.267,-2.168,1.634,30.617
-0.069,-0.342,0.983,-3.740,-2.122,1.298,30.664
-0.064,-0.345,0.971,-4.076,-2.031,0.473,30.609
-0.063,-0.345,0.961,-4.382,-1.786,-0.473,30.586
-0.058,-0.345,0.961,-4.550,-1.771,-1.588,30.586
-0.059,-0.344,0.963,-4.397,-1.313,-2.748,30.617
-0.053,-0.340,0.965,-4.061,-1.893,-3.786,30.633
-0.039,-0.336,0.970,-3.893,-2.214,-3.847,30.617
-0.029,-0.335,0.971,-3.206,-3.160,-3.206,30.609
-0.019,-0.332,0.975,-3.038,-3.038,-2.153,30.672
-0.020,-0.334,0.973,-3.389,-1.557,-0.672,30.562
-0.022,-0.333,0.973,-3.542,-1.221,-0.107,30.625
-0.017,-0.330,0.967,-4.290,0.947,1.008,30.633
-0.023,-0.334,0.965,-4.809,2.641,2.427,30.688
-0.026,-0.335,0.966,-4.427,2.840,2.626,30.609
-0.030,-0.340,0.963,-4.611,2.656,2.611,30.625
-0.035,-0.342,0.962,-4.580,1.649,2.641,30.609
-0.033,-0.340,0.962,-4.107,1.313,2.550,30.641
-0.038,-0.341,0.956,-3.435,0.992,2.763,30.656
-0.038,-0.342,0.964,-2.489,-0.473,2.809,30.633
-0.037,-0.342,0.969,-2.214,0.458,3.176,30.664
-0.044,-0.346,0.974,-2.473,0.977,3.298,30.648
-0.048,-0.347,0.976,-2.626,0.412,2.901,30.641
-0.051,-0.347,0.978,-2.718,-0.641,2.168,30.656
-0.051,-0.343,0.978,-2.962,-0.489,1.847,30.648
-0.058,-0.346,0.971,-2.962,-1.099,1.924,30.656
-0.053,-0.343,0.964,-2.550,-2.229,1.023,30.648
-0.048,-0.343,0.961,-2.641,-1.450,0.382,30.633
-0.045,-0.341,0.962,-2.824,-0.718,-0.153,30.625
-0.042,-0.338,0.954,-2.748,0.107,-0.412,30.617
-0.042,-0.336,0.955,-2.397,-1.099,-0.855,30.586
-0.033,-0.334,0.963,-2.031,-0.656,-0.855,30.641
-0.037,-0.337,0.961,-1.802,-0.977,-0.779,30.641
-0.035,-0.335,0.961,-0.901,-3.740,-1.405,30.609
-0.025,-0.329,0.962,-0.458,-2.595,-1.115,30.602
-0.029,-0.333,0.965,-0.382,-1.679,-0.458,30.625
-0.027,-0.331,0.964,-0.260,-2.305,-0.336,30.641
-0.023,-0.330,0.962,-0.519,-1.344,0.305,30.695
-0.022,-0.332,0.969,-0.763,-0.809,1.389,30.641
-0.022,-0.334,0.973,-0.519,-0.122,2.412,30.656
-0.029,-0.339,0.970,-0.153,-0.733,2.992,30.641
-0.037,-0.342,0.971,-0.092,-2.122,2.763,30.625
-0.043,-0.346,0.969,0.229,-2.336,1.802,30.617
-0.045,-0.349,0.963,0.076,-1.878,0.901,30.617
-0.042,-0.350,0.958,-0.061,-1.618,0.122,30.664
-0.037,-0.347,0.956,-0.336,-0.809,-0.107,30.633
-0.033,-0.350,0.963,-0.779,0.351,0.550,30.648
-0.035,-0.354,0.969,-0.366,0.748,0.977,30.727
-0.040,-0.357,0.975,0.092,-0.214,1.206,30.633
-0.040,-0.359,0.984,0.275,-1.053,0.840,30.641
-0.039,-0.360,0.988,0.260,-0.061,0.916,30.680
-0.042,-0.362,0.980,-1.145,1.634,1.267,30.680
-0.051,-0.360,0.990,-2.382,2.916,1.053,30.688
-0.065,-0.360,0.996,-0.031,-0.015,-0.031,30.672
-0.065,-0.361,0.989,-0.427,-3.435,-1.008,30.680
-0.057,-0.355,0.993,-1.634,-2.366,-1.634,30.648
-0.053,-0.352,0.987,-1.573,-1.191,-1.954,30.609
-0.051,-0.349,0.972,-2.092,-0.534,-2.168,30.656
-0.047,-0.347,0.958,-2.504,-0.977,-2.916,30.703
-0.041,-0.342,0.949,-2.061,-0.794,-3.130,30.680
-0.040,-0.344,0.947,-1.985,1.023,-2.443,30.648
-0.047,-0.345,0.948,-1.115,0.137,-3.053,30.688
-0.040,-0.342,0.948,-0.305,-1.053,-3.618,30.719
-0.028,-0.339,0.956,-0.183,-0.611,-2.779,30.695
-0.018,-0.338,0.965,-0.427,0.794,-1.664,30.727
-0.020,-0.344,0.963,-0.687,-0.244,-0.733,30.648
-0.011,-0.339,0.971,-0.947,-0.656,-0.183,30.680
-0.023,-0.343,0.970,-0.809,-0.198,0.977,30.680
-0.024,-0.342,0.971,-0.840,-0.931,0.916,30.672
-0.031,-0.345,0.968,-0.992,-0.550,0.580,30.680
-0.032,-0.343,0.971,-0.840,-0.397,-0.336,30.695
-0.034,-0.342,0.969,-1.206,0.611,-0.137,30.688
-0.038,-0.346,0.964,-1.176,1.130,-0.427,30.703
-0.041,-0.342,0.960,-1.038,0.275,-1.069,30.648
-0.035,-0.342,0.968,-0.962,0.107,-1.130,30.758
-0.038,-0.344,0.971,-0.779,0.137,-1.328,30.727
-0.038,-0.344,0.973,-0.718,-0.412,-1.405,30.688
-0.039,-0.343,0.968,-0.992,0.290,-1.130,30.664
-0.039,-0.344,0.967,-1.145,0.366,-1.176,30.688
-0.040,-0.345,0.962,-1.359,0.244,-1.191,30.719
-0.042,-0.350,0.952,-1.405,0.611,-1.038,30.648
-0.052,-0.355,0.943,-0.779,0.534,-1.924,30.711
-0.052,-0.354,0.948,0.137,-0.702,-3.176,30.766
-0.049,-0.354,0.954,0.885,-0.656,-3.740,30.680
-0.047,-0.355,0.960,1.496,-1.176,-4.580,30.664
-0.042,-0.351,0.971,1.954,-2.061,-5.344,30.672
-0.041,-0.350,0.978,2.107,-1.649,-5.298,30.719
-0.038,-0.355,0.984,1.802,-2.870,-5.206,30.656
-0.029,-0.352,0.984,1.603,-3.038,-4.931,30.680
-0.027,-0.354,0.983,1.237,-1.969,-3.939,30.734
-0.032,-0.359,0.984,1.130,-0.321,-3.084,30.688
-0.044,-0.365,0.989,0.977,1.160,-2.718,30.703
-0.058,-0.372,0.994,0.672,1.939,-2.687,30.758
-0.068,-0.377,1.004,0.824,1.252,-3.832,30.742
-0.069,-0.379,1.011,0.641,0.504,-4.794,30.734
-0.062,-0.379,1.010,0.122,-0.382,-5.435,30.758
-0.054,-0.379,1.012,-0.137,-1.771,-5.954,30.688
-0.046,-0.383,1.012,-0.672,-2.855,-6.458,30.727
-0.047,-0.380,1.009,-1.710,-2.443,-7.267,30.742
-0.052,-0.373,1.004,-2.702,-1.496,-7.603,30.703
-0.048,-0.366,0.999,-4.153,-0.473,-7.924,30.750
-0.039,-0.358,0.990,-5.618,1.038,-7.710,30.703
-0.036,-0.353,0.973,-7.130,2.290,-6.794,30.719
-0.035,-0.354,0.947,-8.382,2.290,-6.092,30.711
-0.029,-0.354,0.914,-9.084,2.641,-5.954,30.695
-0.025,-0.354,0.889,-8.977,2.580,-5.420,30.688
-0.018,-0.355,0.884,-7.618,3.130,-5.542,30.766
-0.014,-0.350,0.887,-5.847,4.153,-5.710,30.750
-0.015,-0.347,0.904,-3.603,4.824,-5.252,30.766
-0.018,-0.345,0.930,-1.832,4.870,-4.733,30.711
-0.016,-0.350,0.952,-1.145,3.481,-4.519,30.727
-0.011,-0.355,0.957,-1.252,2.947,-4.427,30.703
-0.002,-0.358,0.949,-1.649,2.656,-4.214,30.719
0.014,-0.359,0.934,-2.687,4.107,-4.183,30.719
0.023,-0.361,0.919,-3.893,6.336,-3.710,30.688
0.020,-0.362,0.910,-3.847,7.328,-2.779,30.703
0.035,-0.363,0.918,-3.130,8.748,-1.344,30.742
0.031,-0.368,0.929,-1.679,8.840,-1.725,30.719
0.024,-0.372,0.945,0.641,7.573,-2.137,30.750
0.029,-0.379,0.962,2.458,4.809,-3.466,30.766
0.027,-0.378,0.983,3.282,1.069,-5.115,30.695
0.015,-0.370,0.989,2.061,0.611,-4.656,30.750
0.013,-0.367,0.999,-0.183,2.046,-1.969,30.750
0.011,-0.365,1.003,-0.977,1.481,-1.405,30.758
0.013,-0.371,0.990,-0.366,-3.588,-1.893,30.742
0.028,-0.360,0.962,-0.076,-5.481,-0.885,30.750
0.030,-0.360,0.932,0.702,-2.656,-0.092,30.711
0.024,-0.363,0.919,2.015,-1.618,0.107,30.695
0.029,-0.364,0.926,4.458,-6.916,-0.336,30.758
0.055,-0.353,0.926,6.550,-10.260,-0.107,30.742
0.074,-0.344,0.928,7.069,-7.878,2.504,30.703
0.076,-0.344,0.934,7.221,-5.237,5.878,30.727
0.065,-0.344,0.938,8.092,-4.504,8.992,30.750
0.061,-0.349,0.933,8.382,-2.748,11.542,30.750
0.052,-0.349,0.929,7.634,-0.931,13.237,30.758
0.056,-0.340,0.934,6.718,0.153,15.405,30.727
0.070,-0.316,0.962,5.405,3.634,17.878,30.727
0.093,-0.313,0.984,3.420,9.176,21.252,30.711
0.081,-0.327,0.998,2.702,11.527,24.763,30.734
0.066,-0.309,1.036,7.450,6.809,24.473,30.742
0.076,-0.319,1.025,14.870,-0.275,21.771,30.797
0.055,-0.285,1.004,18.885,-1.466,21.115,30.773
0.057,-0.322,1.057,38.931,24.641,26.321,30.727
-0.051,-0.345,0.909,47.740,29.176,31.267,30.711
-0.111,-0.331,0.865,40.305,9.038,32.076,30.781
-0.093,-0.347,0.932,35.359,-12.626,27.008,30.750
-0.089,-0.328,0.970,42.351,-23.878,20.931,30.734
-0.091,-0.298,0.993,50.015,-30.107,17.191,30.750
-0.106,-0.250,1.140,36.748,6.000,4.687,30.750
-0.181,-0.347,1.323,-7.511,113.282,-33.588,30.789
-0.326,-0.433,0.961,8.580,85.237,-51.817,30.766
-0.226,-0.333,1.035,22.748,-1.237,-47.511,30.742
-0.116,-0.320,1.116,-3.603,33.130,-36.214,30.766
-0.134,-0.333,1.076,-17.069,49.405,-28.351,30.750
-0.138,-0.325,1.021,-6.153,29.023,-33.832,30.773
-0.136,-0.315,0.904,1.038,13.893,-32.702,30.758
-0.104,-0.302,0.840,14.840,7.206,-16.824,30.812
-0.140,-0.247,0.742,20.031,11.176,-3.695,30.859
-0.187,-0.253,0.780,27.847,17.863,1.496,30.859
-0.149,-0.253,0.915,35.405,2.412,1.481,30.852
-0.094,-0.217,1.023,44.779,-15.115,1.435,30.836
-0.087,-0.215,1.069,50.992,-34.672,0.000,30.859
-0.077,-0.235,1.048,51.206,-65.557,-1.725,30.859
-0.097,-0.214,1.012,48.626,-97.511,-3.924,30.891
-0.075,-0.236,1.015,18.687,-90.626,-9.786,30.867
-0.171,-0.324,0.987,-48.260,-63.359,-14.153,30.906
-0.110,-0.170,1.046,-31.847,-56.809,-2.885,30.867
0.123,-0.103,1.039,-51.115,14.824,-7.221,30.859
-0.038,-0.186,1.113,-63.191,80.504,3.160,30.875
-0.162,-0.224,1.011,-66.824,97.435,21.496,30.836
-0.188,-0.229,0.916,-69.817,95.893,34.397,30.875
-0.147,-0.321,0.943,-71.206,98.412,44.870,30.844
-0.091,-0.420,0.996,-59.802,100.382,51.328,30.852
-0.175,-0.711,1.068,9.252,44.473,21.756,30.852
-0.216,-0.554,0.895,48.840,3.084,18.672,30.867
-0.215,-0.745,0.946,37.328,41.924,53.084,30.891
-0.089,-0.799,1.006,-3.695,86.489,77.847,30.820
-0.143,-0.244,0.991,-21.023,70.366,69.450,30.797
-0.252,-0.225,0.967,-4.840,56.916,40.855,30.812
-0.284,-0.278,1.010,-2.168,25.115,8.550,30.789
-0.335,-0.323,1.024,-5.740,-5.786,-7.969,30.812
-0.401,-0.362,0.968,-19.740,-53.191,-14.855,30.820
-0.397,-0.511,0.941,-43.435,-109.389,-2.748,30.859
-0.285,-0.663,0.930,-70.809,-153.374,37.466,30.773
-0.127,-0.817,1.060,-99.542,-135.420,84.504,30.789
-0.098,-0.806,1.155,-112.458,-68.672,121.771,30.820
-0.135,-0.555,1.204,-110.107,7.557,129.237,30.773
-0.246,-0.392,1.152,-98.840,46.336,119.893,30.766
-0.289,-0.360,1.070,-79.740,29.267,108.137,30.797
-0.244,-0.418,0.966,-64.275,14.840,91.847,30.758
