accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp
-0.036,-0.350,0.996,-2.000,4.061,1.099,30.039
-0.052,-0.351,0.987,-1.588,2.870,0.702,29.961
-0.049,-0.352,0.983,-1.496,0.244,-1.237,29.992
-0.039,-0.347,0.995,-2.244,0.229,-2.916,29.992
-0.040,-0.346,1.001,-3.160,0.702,-3.542,30.000
-0.043,-0.343,0.998,-3.786,-2.794,-5.008,30.023
-0.024,-0.334,0.990,-4.473,-2.840,-6.290,30.023
-0.017,-0.329,0.980,-5.252,-0.275,-6.015,29.969
-0.009,-0.322,0.977,-5.649,0.855,-5.069,30.055
-0.005,-0.321,0.971,-4.947,0.351,-4.031,29.969
0.001,-0.314,0.965,-4.504,-0.534,-3.160,30.047
-0.002,-0.316,0.960,-4.366,0.107,-1.603,30.008
-0.012,-0.320,0.955,-3.053,-1.206,-1.221,29.992
-0.014,-0.320,0.949,-2.046,-1.618,-1.679,29.992
-0.012,-0.319,0.948,-1.573,-1.145,-1.435,30.055
-0.005,-0.319,0.946,-0.977,-0.458,-0.885,30.008
-0.006,-0.317,0.945,0.168,-0.336,0.244,30.016
-0.016,-0.323,0.943,1.969,-2.947,1.420,30.016
-0.021,-0.328,0.942,3.405,-4.290,0.366,30.055
-0.019,-0.328,0.948,2.901,-2.519,0.137,30.031
-0.016,-0.329,0.953,2.260,-0.672,0.580,30.055
-0.007,-0.327,0.956,1.924,0.763,0.855,30.016
0.002,-0.329,0.958,1.145,1.954,2.137,30.094
0.009,-0.327,0.962,0.550,4.397,4.718,30.055
0.003,-0.332,0.966,0.305,7.038,7.588,30.023
-0.017,-0.340,0.970,0.305,8.870,8.901,30.031
-0.038,-0.347,0.975,0.504,8.076,8.534,30.008
-0.045,-0.351,0.977,0.687,6.870,7.542,29.992
-0.052,-0.352,0.980,1.176,5.847,6.092,30.055
-0.065,-0.355,0.987,0.855,5.359,4.168,30.023
-0.085,-0.360,0.980,0.748,1.603,1.573,30.039
-0.071,-0.354,0.979,0.595,-2.641,-1.908,30.086
-0.054,-0.347,0.980,-0.840,0.840,-3.221,29.969
-0.042,-0.347,0.986,-2.702,4.595,-3.130,30.047
-0.038,-0.340,0.984,-3.191,5.817,-3.267,30.070
-0.034,-0.339,0.984,-3.573,6.321,-3.176,30.070
-0.030,-0.336,0.983,-3.817,4.748,-3.130,30.016
-0.019,-0.325,0.983,-3.115,2.351,-2.809,30.031
-0.016,-0.324,0.982,-2.687,0.779,-1.679,30.055
-0.007,-0.320,0.981,-2.107,-0.473,-1.115,30.031
-0.008,-0.317,0.978,-1.695,0.992,-0.504,30.078
-0.015,-0.318,0.969,-1.817,2.412,0.183,30.047
-0.026,-0.320,0.960,-1.435,0.687,-0.260,30.055
-0.018,-0.315,0.959,-1.481,1.069,-0.305,30.070
-0.017,-0.318,0.956,-1.817,1.985,0.718,30.133
-0.012,-0.319,0.957,-1.374,2.168,1.145,30.062
-0.024,-0.324,0.950,-0.626,1.740,1.206,30.102
-0.024,-0.327,0.952,0.168,-0.626,1.527,30.070
-0.025,-0.328,0.958,1.069,-0.672,2.244,30.094
-0.031,-0.330,0.966,1.557,0.229,3.481,30.070
-0.041,-0.337,0.969,1.405,0.702,4.443,30.094
-0.044,-0.337,0.972,0.885,1.298,4.977,30.078
-0.049,-0.338,0.975,0.260,2.611,5.664,30.078
-0.056,-0.343,0.970,0.061,3.481,5.450,30.055
-0.063,-0.344,0.969,0.427,1.908,4.000,30.086
-0.068,-0.345,0.973,1.237,0.168,1.908,30.133
-0.062,-0.345,0.974,1.985,-1.924,0.473,30.078
-0.050,-0.343,0.979,2.061,-1.939,-0.076,30.055
-0.039,-0.341,0.979,1.969,-2.641,-0.198,30.078
-0.031,-0.338,0.982,1.237,-2.168,0.092,30.070
-0.028,-0.336,0.983,-0.229,-0.427,1.099,30.094
-0.035,-0.337,0.983,-1.267,0.565,1.344,30.086
-0.047,-0.339,0.977,-1.618,-0.061,0.504,30.109
-0.049,-0.339,0.972,-1.908,-1.084,-0.641,30.094
-0.042,-0.338,0.973,-1.954,-1.115,-1.420,30.078
-0.033,-0.334,0.974,-1.802,-0.076,-1.298,30.086
-0.026,-0.334,0.977,-1.710,0.672,-0.763,30.070
-0.026,-0.338,0.977,-1.634,0.336,-0.611,30.086
-0.035,-0.338,0.974,-1.313,-0.962,-1.634,30.039
-0.029,-0.331,0.973,-1.557,-0.336,-1.878,30.055
-0.033,-0.333,0.971,-1.863,1.069,-1.481,30.094
-0.033,-0.333,0.970,-1.771,0.397,-1.527,30.078
-0.030,-0.334,0.967,-1.481,-0.733,-1.924,30.078
-0.027,-0.334,0.966,-1.527,0.382,-1.634,30.156
-0.030,-0.340,0.965,-1.405,0.244,-1.282,30.078
-0.024,-0.335,0.967,-1.084,0.382,-1.389,30.109
-0.022,-0.335,0.966,-1.496,1.588,-0.397,30.109
-0.019,-0.334,0.969,-1.221,1.710,0.519,30.125
-0.021,-0.333,0.965,-0.275,1.374,1.115,30.102
-0.025,-0.334,0.968,-0.031,0.534,1.344,30.102
-0.031,-0.338,0.976,0.855,-1.634,0.458,30.102
-0.025,-0.332,0.984,1.221,-3.053,0.183,30.125
-0.021,-0.333,0.985,0.611,-1.542,1.267,30.086
-0.022,-0.333,0.982,0.000,-0.656,1.679,30.125
-0.024,-0.332,0.977,-0.366,0.244,2.076,30.133
-0.030,-0.332,0.972,-0.901,0.534,2.687,30.102
-0.026,-0.332,0.970,-1.527,1.053,3.008,30.109
-0.027,-0.333,0.961,-2.076,1.786,3.450,30.078
-0.026,-0.336,0.954,-2.076,1.374,3.206,30.086
-0.029,-0.333,0.953,-1.771,1.130,3.145,30.086
-0.038,-0.334,0.952,-1.344,1.771,3.481,30.086
-0.052,-0.339,0.947,-0.595,0.427,2.977,30.109
-0.051,-0.336,0.950,-0.046,-0.183,1.969,30.125
-0.052,-0.335,0.955,0.214,1.130,1.634,30.078
-0.057,-0.336,0.957,0.702,0.855,1.176,30.125
-0.057,-0.337,0.957,1.389,-0.672,0.168,30.109
-0.045,-0.332,0.962,1.588,-0.702,-0.321,30.148
-0.042,-0.329,0.966,1.359,1.099,0.321,30.133
-0.043,-0.334,0.972,1.237,0.809,0.550,30.102
-0.044,-0.333,0.974,1.252,-0.305,0.061,30.094
-0.038,-0.329,0.981,0.916,0.809,0.397,30.164
-0.036,-0.333,0.982,0.260,1.969,0.794,30.117
-0.038,-0.333,0.981,0.046,1.160,0.153,30.148
-0.036,-0.331,0.980,0.168,0.290,-0.458,30.102
-0.037,-0.332,0.978,-0.122,0.870,0.015,30.078
-0.039,-0.334,0.976,-0.214,0.931,0.137,30.148
-0.043,-0.336,0.968,-0.473,0.000,0.000,30.133
-0.034,-0.337,0.971,-0.672,-0.534,-0.031,30.094
-0.038,-0.339,0.967,-0.794,0.382,0.321,30.141
-0.037,-0.336,0.966,-1.176,0.931,0.550,30.188
-0.041,-0.337,0.962,-1.420,2.321,0.733,30.125
-0.051,-0.340,0.962,-0.794,2.229,0.229,30.148
-0.054,-0.341,0.967,-0.275,0.794,-1.145,30.141
-0.054,-0.342,0.973,-0.076,-1.008,-2.275,30.133
-0.039,-0.339,0.978,0.153,-1.863,-2.962,30.133
-0.035,-0.337,0.978,0.031,-2.550,-2.763,30.125
-0.025,-0.334,0.980,-0.397,-1.985,-2.260,30.156
-0.024,-0.334,0.978,-1.176,0.168,-1.160,30.148
-0.024,-0.332,0.979,-1.664,1.740,-0.214,30.102
-0.027,-0.330,0.981,-2.000,2.489,0.427,30.148
-0.023,-0.332,0.979,-2.336,2.015,0.641,30.156
-0.024,-0.330,0.975,-2.183,1.832,0.702,30.117
-0.039,-0.333,0.970,-1.511,0.489,0.382,30.125
-0.040,-0.330,0.969,-0.382,-3.267,-0.809,30.164
-0.035,-0.330,0.972,-0.198,-3.756,-0.977,30.188
-0.034,-0.330,0.976,0.107,-3.374,-0.763,30.133
-0.033,-0.330,0.973,0.092,-3.206,-0.626,30.148
-0.031,-0.331,0.971,-0.595,-2.534,-0.183,30.156
-0.029,-0.329,0.967,-1.023,-1.267,0.275,30.195
-0.027,-0.328,0.966,-1.374,0.229,1.282,30.172
-0.034,-0.333,0.961,-1.649,0.763,1.527,30.156
-0.033,-0.333,0.961,-1.725,1.282,1.267,30.133
-0.034,-0.333,0.960,-1.496,1.191,1.573,30.141
-0.031,-0.332,0.959,-1.237,1.115,1.985,30.164
-0.032,-0.333,0.965,-0.595,0.947,2.458,30.188
-0.033,-0.336,0.969,-0.229,0.519,2.794,30.141
-0.040,-0.339,0.969,-0.031,-0.076,2.702,30.180
-0.044,-0.339,0.968,0.260,-1.344,2.031,30.148
-0.042,-0.340,0.971,0.397,-2.412,1.405,30.180
-0.042,-0.340,0.974,0.702,-2.504,0.870,30.164
-0.043,-0.340,0.977,0.656,-1.908,0.153,30.148
-0.042,-0.343,0.978,0.198,-1.176,0.137,30.164
-0.042,-0.344,0.982,0.046,-1.817,-0.229,30.133
-0.040,-0.346,0.983,-0.305,-1.435,-1.084,30.141
-0.040,-0.345,0.979,-1.282,-0.076,-1.221,30.164
-0.042,-0.345,0.976,-1.847,1.405,-1.160,30.117
-0.043,-0.345,0.973,-2.015,1.282,-1.481,30.180
-0.041,-0.344,0.968,-2.458,1.099,-1.832,30.148
-0.037,-0.343,0.968,-2.305,0.305,-1.847,30.156
-0.034,-0.342,0.966,-1.695,0.748,-1.802,30.188
-0.035,-0.342,0.961,-1.588,0.504,-1.649,30.164
-0.026,-0.337,0.966,-1.328,0.366,-1.252,30.141
-0.028,-0.333,0.967,-1.267,1.267,-0.702,30.148
-0.029,-0.335,0.965,-1.206,0.534,-0.305,30.172
-0.035,-0.335,0.965,-0.931,-0.473,-0.641,30.141
-0.034,-0.334,0.966,-0.672,-0.916,-1.176,30.188
-0.027,-0.332,0.967,-0.824,-0.305,-1.145,30.125
-0.022,-0.329,0.969,-0.855,0.656,-0.626,30.188
-0.023,-0.331,0.966,-1.053,1.527,-0.473,30.180
-0.026,-0.332,0.965,-1.053,0.840,-0.443,30.164
-0.026,-0.329,0.966,-1.206,0.229,-0.473,30.180
-0.024,-0.331,0.971,-0.962,0.702,-0.183,30.156
-0.026,-0.334,0.969,-0.916,0.290,0.107,30.172
-0.029,-0.335,0.971,-0.977,0.519,0.504,30.180
-0.034,-0.338,0.972,-0.885,0.580,0.489,30.211
-0.034,-0.339,0.969,-0.763,-0.092,0.351,30.188
-0.032,-0.335,0.969,-0.687,-0.260,0.275,30.164
-0.029,-0.337,0.967,-0.641,1.191,0.397,30.180
-0.032,-0.339,0.965,-0.489,1.802,0.168,30.211
-0.032,-0.338,0.966,-0.305,1.389,0.061,30.219
-0.029,-0.337,0.972,-0.427,1.740,0.260,30.195
-0.030,-0.338,0.969,-0.168,1.985,0.412,30.227
-0.033,-0.338,0.972,-0.031,0.718,0.275,30.148
-0.031,-0.341,0.972,-0.061,0.107,0.626,30.180
-0.034,-0.341,0.969,0.000,-0.748,0.427,30.172
-0.031,-0.338,0.973,-0.382,0.275,0.748,30.148
-0.037,-0.339,0.974,-0.473,0.901,1.023,30.164
-0.040,-0.339,0.967,-0.565,1.038,0.672,30.188
-0.039,-0.340,0.964,-0.580,1.176,0.137,30.258
-0.037,-0.338,0.960,-0.733,1.664,-0.076,30.180
-0.030,-0.340,0.963,-0.779,1.878,0.137,30.211
-0.032,-0.342,0.963,-0.733,2.641,0.397,30.211
-0.038,-0.342,0.964,-0.687,0.779,0.183,30.219
-0.032,-0.337,0.962,-1.053,2.641,0.855,30.188
-0.032,-0.341,0.962,-0.489,1.725,1.130,30.250
-0.038,-0.340,0.960,-0.076,0.595,0.458,30.180
-0.034,-0.338,0.968,0.397,-0.809,0.153,30.242
-0.025,-0.337,0.976,0.595,-0.626,0.366,30.172
-0.023,-0.339,0.977,0.427,-0.977,0.794,30.219
-0.019,-0.335,0.983,-0.107,0.443,1.450,30.258
-0.029,-0.341,0.983,-0.504,2.305,2.198,30.203
-0.041,-0.342,0.983,-0.412,1.863,1.710,30.242
-0.041,-0.342,0.982,-0.443,1.557,1.023,30.180
-0.044,-0.341,0.980,-0.321,2.031,0.290,30.242
-0.045,-0.339,0.980,0.260,0.183,-0.794,30.234
-0.037,-0.338,0.975,0.122,-0.840,-0.962,30.172
-0.029,-0.336,0.977,-0.153,-1.832,-0.656,30.203
-0.027,-0.332,0.973,-0.458,-0.901,0.305,30.172
-0.030,-0.333,0.971,-1.115,0.229,1.756,30.203
-0.034,-0.335,0.969,-1.389,1.130,2.870,30.219
-0.041,-0.336,0.966,-1.588,1.802,3.527,30.227
-0.048,-0.337,0.958,-1.817,1.450,3.679,30.156
-0.048,-0.339,0.955,-1.405,1.115,3.374,30.227
-0.047,-0.339,0.951,-0.824,0.550,3.069,30.242
-0.046,-0.336,0.950,-0.092,0.351,2.809,30.250
-0.056,-0.336,0.949,1.450,-0.611,1.847,30.188
-0.059,-0.341,0.951,2.809,-2.992,0.275,30.227
-0.051,-0.335,0.957,3.634,-4.046,-1.084,30.188
-0.035,-0.331,0.972,3.847,-2.336,-0.794,30.234
-0.035,-0.333,0.984,3.267,-0.916,-0.092,30.234
-0.033,-0.333,0.990,2.214,-0.366,0.015,30.266
-0.030,-0.335,0.989,0.534,1.603,0.412,30.172
-0.031,-0.335,0.985,-0.672,3.206,0.947,30.242
-0.031,-0.335,0.983,-1.267,3.008,0.855,30.195
-0.034,-0.336,0.977,-1.908,3.985,0.733,30.219
-0.041,-0.339,0.969,-2.046,3.618,0.687,30.234
-0.046,-0.343,0.966,-1.206,0.763,-0.198,30.258
-0.040,-0.342,0.967,-0.611,-0.489,-1.496,30.242
-0.040,-0.341,0.969,-0.382,0.015,-1.282,30.211
-0.041,-0.344,0.973,-0.244,-0.122,-1.221,30.203
-0.046,-0.347,0.970,-0.153,-1.298,-2.122,30.219
-0.043,-0.343,0.970,-0.366,-1.282,-2.427,30.250
-0.036,-0.342,0.973,-1.145,0.626,-1.740,30.219
-0.034,-0.340,0.973,-1.573,1.771,-1.038,30.219
-0.039,-0.340,0.976,-1.893,1.725,-0.824,30.219
-0.041,-0.340,0.979,-1.817,1.252,-0.901,30.203
-0.036,-0.340,0.974,-1.679,1.237,-0.824,30.219
-0.034,-0.338,0.974,-1.969,1.771,-0.733,30.195
-0.035,-0.336,0.972,-1.878,1.573,-0.733,30.219
-0.038,-0.336,0.972,-2.000,1.679,-0.641,30.219
-0.051,-0.339,0.971,-1.802,-0.031,-0.931,30.227
-0.040,-0.335,0.976,-1.618,-0.687,-1.405,30.203
-0.035,-0.336,0.979,-1.710,0.779,-0.611,30.180
-0.036,-0.338,0.975,-1.771,0.947,-0.183,30.188
-0.039,-0.339,0.967,-1.771,0.153,-0.458,30.297
-0.044,-0.340,0.961,-1.405,-0.153,-0.885,30.203
-0.042,-0.338,0.960,-1.069,-0.260,-1.359,30.211
-0.039,-0.336,0.963,-1.252,0.519,-1.573,30.227
-0.036,-0.335,0.960,-1.099,0.321,-1.603,30.258
-0.029,-0.333,0.957,-1.145,0.550,-1.221,30.266
-0.024,-0.334,0.958,-1.527,1.511,-0.443,30.203
-0.032,-0.334,0.959,-1.557,1.847,-0.061,30.266
-0.041,-0.335,0.962,-1.099,2.092,-0.183,30.219
-0.048,-0.338,0.965,-0.748,1.786,-0.473,30.266
-0.046,-0.340,0.971,-0.626,1.145,-1.466,30.188
-0.040,-0.341,0.973,-0.473,0.809,-1.985,30.195
-0.033,-0.339,0.975,-0.580,-0.565,-1.863,30.227
-0.030,-0.338,0.974,-0.901,0.656,-1.008,30.219
-0.039,-0.342,0.977,-1.176,1.344,-0.198,30.219
-0.052,-0.346,0.975,-1.252,1.191,-0.382,30.250
-0.063,-0.349,0.970,-1.420,0.702,-2.031,30.211
-0.067,-0.349,0.972,-2.076,0.534,-4.305,30.219
-0.060,-0.347,0.971,-2.733,1.420,-5.588,30.242
-0.054,-0.345,0.971,-3.328,1.847,-6.168,30.234
-0.051,-0.347,0.972,-4.351,2.595,-6.672,30.234
-0.062,-0.351,0.971,-5.313,3.450,-7.725,30.266
-0.057,-0.352,0.973,-6.321,3.588,-9.099,30.234
-0.053,-0.347,0.964,-6.916,4.122,-9.588,30.258
-0.033,-0.347,0.963,-6.763,3.679,-9.160,30.234
-0.019,-0.341,0.959,-6.137,4.382,-7.802,30.289
-0.016,-0.347,0.953,-5.267,4.626,-5.954,30.234
-0.023,-0.347,0.946,-3.389,2.305,-4.733,30.234
-0.024,-0.347,0.951,-2.046,0.504,-3.954,30.211
-0.036,-0.349,0.955,-0.580,-0.565,-3.557,30.266
-0.034,-0.350,0.956,0.626,-1.496,-3.420,30.258
-0.032,-0.349,0.957,0.626,-0.519,-2.916,30.266
-0.031,-0.349,0.963,0.443,-0.885,-2.443,30.211
-0.032,-0.350,0.961,0.534,-2.885,-2.290,30.250
-0.032,-0.347,0.968,1.160,-5.496,-2.504,30.242
-0.031,-0.347,0.966,1.924,-7.450,-2.244,30.242
-0.012,-0.345,0.974,2.366,-8.443,-2.000,30.219
-0.005,-0.339,0.981,2.321,-6.565,-0.046,30.281
-0.012,-0.347,0.982,2.229,-3.176,2.779,30.297
-0.032,-0.356,0.976,0.412,-0.870,0.137,30.234
-0.056,-0.352,0.979,-0.458,-0.992,-0.931,30.312
-0.053,-0.354,0.978,-1.359,-2.733,-2.626,30.258
-0.051,-0.354,0.976,-1.985,-2.916,-4.092,30.305
-0.049,-0.354,0.978,-2.763,-6.244,-5.481,30.266
-0.030,-0.351,0.988,-3.725,-7.756,-6.305,30.289
-0.017,-0.351,0.987,-5.328,-5.832,-5.756,30.258
-0.007,-0.350,0.979,-6.794,-3.282,-4.458,30.289
-0.001,-0.350,0.976,-7.893,-1.053,-3.405,30.289
0.004,-0.348,0.979,-9.115,0.962,-1.786,30.305
-0.011,-0.344,1.029,-11.679,2.061,0.153,30.234
-0.040,-0.362,1.087,-16.580,-5.145,0.611,30.281
-0.043,-0.365,1.085,-22.824,-22.244,-1.756,30.266
0.012,-0.381,1.073,-27.969,-28.916,-2.992,30.219
0.030,-0.362,1.022,-30.916,-27.145,-2.122,30.289
0.044,-0.363,0.986,-33.924,-19.588,1.038,30.281
0.038,-0.367,0.962,-34.137,-12.275,2.672,30.242
0.023,-0.374,0.930,-31.420,-5.908,3.359,30.320
-0.006,-0.386,0.900,-28.382,-0.198,4.076,30.281
-0.017,-0.402,0.894,-24.992,1.939,2.992,30.273
-0.040,-0.412,0.886,-21.420,1.405,0.931,30.266
-0.039,-0.416,0.889,-17.023,-4.809,-2.015,30.258
-0.020,-0.413,0.886,-12.885,-6.550,-3.557,30.289
-0.009,-0.409,0.876,-10.000,-4.107,-2.855,30.273
-0.002,-0.406,0.877,-7.282,-1.298,-1.954,30.297
-0.000,-0.405,0.876,-3.863,-0.427,-0.931,30.266
0.003,-0.404,0.879,-1.298,0.382,0.076,30.242
-0.003,-0.401,0.879,0.763,0.519,0.733,30.289
-0.001,-0.400,0.885,2.870,0.107,0.748,30.273
-0.003,-0.396,0.885,4.718,0.168,0.794,30.273
0.006,-0.389,0.890,6.107,0.809,1.542,30.289
0.008,-0.390,0.892,7.511,0.855,2.382,30.281
0.005,-0.384,0.914,8.412,1.649,2.794,30.297
-0.007,-0.384,0.930,8.565,3.206,3.099,30.273
-0.013,-0.385,0.943,8.351,3.191,2.931,30.281
-0.014,-0.387,0.951,7.847,3.634,2.107,30.203
-0.011,-0.385,0.953,7.099,5.099,1.435,30.305
-0.006,-0.384,0.960,6.229,6.443,1.359,30.266
-0.007,-0.385,0.958,5.725,6.672,1.542,30.258
-0.008,-0.388,0.967,5.832,4.000,0.916,30.320
-0.001,-0.384,0.973,5.206,2.885,0.962,30.297
0.007,-0.384,0.973,3.893,3.481,2.137,30.289
0.003,-0.387,0.971,3.481,3.252,2.702,30.305
-0.005,-0.386,0.965,3.618,3.038,2.656,30.344
-0.003,-0.385,0.961,3.664,3.145,3.542,30.250
-0.004,-0.387,0.956,3.817,4.137,3.954,30.297
-0.013,-0.390,0.951,4.107,3.435,3.481,30.344
-0.010,-0.387,0.950,4.351,2.122,2.931,30.305
-0.005,-0.383,0.946,4.382,4.290,3.359,30.352
-0.009,-0.385,0.944,4.595,5.679,4.214,30.352
-0.010,-0.387,0.943,4.794,5.649,4.427,30.266
-0.019,-0.388,0.942,4.840,6.137,4.153,30.297
-0.029,-0.389,0.943,5.023,5.954,3.679,30.281
-0.034,-0.388,0.942,5.221,5.695,3.084,30.297
-0.033,-0.387,0.940,5.344,5.405,2.305,30.312
-0.033,-0.389,0.941,5.588,4.824,0.901,30.297
-0.032,-0.382,0.942,5.786,4.595,-0.183,30.289
-0.025,-0.380,0.943,5.618,5.069,-0.198,30.289
-0.018,-0.379,0.948,5.725,5.771,0.076,30.312
-0.013,-0.374,0.953,6.031,5.725,0.305,30.305
-0.009,-0.370,0.960,5.924,5.710,1.328,30.336
-0.018,-0.370,0.965,6.061,5.527,1.878,30.328
-0.023,-0.369,0.970,5.786,4.779,2.122,30.305
-0.028,-0.368,0.970,5.130,5.053,2.351,30.266
-0.027,-0.371,0.966,4.702,5.649,2.427,30.344
-0.019,-0.368,0.961,4.824,6.611,2.000,30.312
-0.015,-0.360,0.959,4.550,10.718,2.947,30.273
-0.022,-0.364,0.963,4.580,13.359,4.153,30.305
-0.021,-0.362,0.971,4.702,14.504,4.870,30.312
-0.029,-0.364,0.968,4.137,15.145,5.802,30.305
-0.030,-0.365,0.969,3.893,13.954,6.137,30.289
-0.037,-0.366,0.963,4.534,12.321,6.275,30.320
-0.041,-0.359,0.957,4.672,9.023,6.290,30.273
-0.041,-0.360,0.959,4.702,9.710,6.534,30.312
-0.049,-0.361,0.957,5.725,11.893,7.618,30.312
-0.047,-0.365,0.966,7.939,15.893,8.947,30.312
-0.042,-0.339,0.917,10.427,21.908,12.733,30.305
-0.043,-0.333,0.886,6.824,18.382,10.870,30.289
-0.029,-0.346,0.919,7.313,14.855,9.573,30.320
-0.030,-0.342,0.928,11.359,15.771,11.817,30.297
-0.059,-0.354,0.942,13.405,14.443,13.267,30.281
-0.088,-0.359,0.975,14.153,8.947,11.053,30.305
-0.105,-0.356,0.987,14.015,1.618,8.779,30.328
-0.094,-0.352,1.000,12.519,-3.954,6.244,30.336
-0.083,-0.347,1.005,10.733,-6.809,5.252,30.320
-0.062,-0.341,1.013,8.183,-8.137,4.519,30.312
-0.050,-0.336,1.019,4.595,-4.870,4.962,30.328
-0.061,-0.339,1.016,1.725,-1.405,5.679,30.344
-0.071,-0.344,1.007,0.611,-0.779,5.313,30.359
-0.070,-0.345,0.998,-0.489,0.107,4.824,30.320
-0.079,-0.349,0.990,-1.099,1.252,3.695,30.391
-0.085,-0.352,0.982,-0.733,-1.298,1.954,30.312
-0.082,-0.355,0.974,-0.611,-5.389,-0.366,30.312
-0.071,-0.348,0.971,-0.779,-6.168,-1.267,30.312
-0.066,-0.349,0.969,-1.069,-4.779,-0.229,30.336
-0.066,-0.349,0.969,-1.191,-3.634,0.412,30.312
-0.072,-0.350,0.968,-1.634,-2.336,0.748,30.281
-0.076,-0.351,0.967,-2.015,-1.237,0.733,30.312
-0.083,-0.351,0.964,-1.756,-2.427,0.183,30.336
-0.083,-0.348,0.964,-1.573,-2.916,-0.794,30.312
-0.084,-0.347,0.961,-1.893,-3.405,-1.084,30.344
-0.078,-0.346,0.964,-1.771,-3.649,-2.000,30.336
-0.070,-0.344,0.958,-1.924,-3.588,-2.305,30.375
-0.052,-0.339,0.962,-2.321,-1.985,-1.939,30.359
-0.052,-0.336,0.965,-2.321,1.099,-1.008,30.336
-0.064,-0.339,0.965,-2.061,2.061,-0.855,30.375
-0.074,-0.342,0.956,-1.435,-0.794,-1.618,30.375
-0.061,-0.338,0.966,-0.870,-3.908,-2.687,30.344
-0.052,-0.334,0.975,-1.069,-1.298,-2.076,30.375
-0.058,-0.338,0.979,-1.191,-0.901,-1.740,30.312
-0.057,-0.338,0.974,-1.466,-1.588,-1.588,30.367
-0.055,-0.337,0.968,-1.817,-0.290,-0.809,30.352
-0.064,-0.335,0.964,-1.282,-1.023,0.427,30.312
-0.053,-0.335,0.963,-1.084,-1.481,1.069,30.352
-0.064,-0.336,0.956,-1.252,-0.275,1.588,30.391
-0.073,-0.336,0.953,-1.069,-0.992,1.115,30.320
-0.082,-0.339,0.947,-0.855,-0.427,0.260,30.328
-0.092,-0.340,0.944,-0.916,-1.389,-1.603,30.336
-0.084,-0.339,0.940,-0.916,-2.733,-3.557,30.367
-0.067,-0.335,0.939,-0.504,-2.687,-4.076,30.320
-0.056,-0.333,0.942,-0.489,-0.534,-3.344,30.344
-0.053,-0.335,0.947,-0.107,1.084,-2.122,30.359
-0.056,-0.338,0.948,0.534,1.939,-1.573,30.352
-0.061,-0.339,0.953,1.481,1.740,-1.420,30.391
-0.064,-0.343,0.959,2.351,-0.076,-2.076,30.352
-0.062,-0.342,0.963,2.611,-3.756,-2.977,30.344
-0.045,-0.334,0.974,3.115,-4.489,-3.069,30.320
-0.045,-0.335,0.984,2.824,-2.321,-1.664,30.367
-0.046,-0.339,0.991,2.107,-2.107,-0.672,30.305
-0.047,-0.339,0.991,1.221,-0.382,0.168,30.398
-0.054,-0.343,0.988,0.397,1.313,0.992,30.352
-0.060,-0.344,0.987,-0.015,1.710,0.824,30.367
-0.072,-0.349,0.979,0.031,1.069,-0.260,30.383
-0.077,-0.349,0.977,0.015,-0.916,-1.588,30.367
-0.073,-0.348,0.974,0.122,-1.038,-2.137,30.422
-0.073,-0.347,0.972,0.809,-1.298,-2.412,30.352
-0.071,-0.344,0.979,0.870,-1.099,-2.595,30.328
-0.070,-0.347,0.986,0.351,-0.305,-2.412,30.328
-0.068,-0.345,0.982,-0.473,0.489,-2.519,30.383
-0.066,-0.349,0.979,-1.374,0.519,-2.916,30.367
-0.055,-0.342,0.979,-1.756,-0.260,-3.466,30.398
-0.046,-0.340,0.974,-2.763,2.198,-2.733,30.344
-0.049,-0.342,0.966,-3.191,2.489,-1.939,30.383
-0.049,-0.340,0.965,-2.198,1.374,-1.939,30.375
-0.049,-0.340,0.967,-1.160,1.466,-1.466,30.359
-0.052,-0.339,0.973,-0.763,0.412,-1.328,30.391
-0.047,-0.339,0.977,0.290,-1.389,-1.450,30.398
-0.038,-0.334,0.983,0.427,-2.962,-1.252,30.383
-0.035,-0.333,0.988,-0.366,-0.977,-0.046,30.422
-0.050,-0.335,0.986,-1.282,0.244,0.992,30.383
-0.057,-0.337,0.977,-2.137,0.901,1.313,30.375
-0.068,-0.339,0.968,-3.237,2.275,1.176,30.367
-0.075,-0.342,0.964,-3.435,2.321,0.458,30.438
-0.080,-0.345,0.958,-2.687,0.595,-0.977,30.344
-0.073,-0.340,0.956,-2.168,0.046,-1.756,30.406
-0.068,-0.343,0.955,-1.573,0.489,-1.573,30.367
-0.069,-0.343,0.956,-0.382,-1.130,-2.000,30.406
-0.063,-0.341,0.955,-0.046,-1.664,-2.412,30.391
-0.059,-0.341,0.956,-0.672,-0.504,-2.015,30.398
-0.054,-0.339,0.958,-0.931,0.779,-1.450,30.344
-0.065,-0.341,0.957,-0.977,1.191,-1.298,30.398
-0.068,-0.341,0.957,-0.519,-1.084,-1.939,30.391
-0.057,-0.338,0.959,-0.550,-0.107,-2.061,30.383
-0.058,-0.338,0.964,0.076,0.947,-1.863,30.391
-0.059,-0.340,0.964,0.855,0.000,-1.817,30.406
-0.054,-0.337,0.964,1.038,-0.672,-1.954,30.414
-0.053,-0.337,0.968,1.313,-1.466,-1.893,30.391
-0.046,-0.334,0.976,1.160,-1.420,-1.924,30.422
-0.047,-0.334,0.980,0.443,-0.244,-1.588,30.430
-0.046,-0.337,0.981,-0.107,0.870,-1.176,30.406
